opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,Cycle
O7YNBRX0,Reed Clapper,GTX Plus Basic,Donquadtech,Won,1/22/2017,3/28/2017,1100,65.00
PK1PS0KR,Rosie Papadopoulos,MG Advanced,,Engaging,1/22/2017,12/31/2017,0,343.00
AAYV8GV4,Anna Snelling,MG Advanced,Inity,Lost,1/23/2017,5/5/2017,0,102.00
EDEBWIOX,Cecily Lampkin,MG Advanced,Finhigh,Lost,1/23/2017,5/28/2017,0,125.00
VAH6Y3F6,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,1/23/2017,5/17/2017,1039,114.00
4U431MNA,Lajuana Vencill,MG Special,dambase,Lost,1/23/2017,5/11/2017,0,108.00
5HKAT5GS,Reed Clapper,GTX Plus Basic,Umbrella Corporation,Won,1/23/2017,5/10/2017,1076,107.00
F5VDTC4M,Rosalina Dieter,MG Special,Konex,Lost,1/23/2017,5/6/2017,0,103.00
UO4KXDBC,Rosalina Dieter,MG Special,Rantouch,Lost,1/23/2017,5/23/2017,0,120.00
TBIW957T,Versie Hillebrand,MG Special,Rundofase,Won,1/23/2017,3/16/2017,53,52.00
MSEIIH95,Versie Hillebrand,MG Advanced,Statholdings,Won,1/23/2017,3/23/2017,3046,59.00
RPONINLM,Vicki Laflamme,GTX Plus Basic,,Engaging,1/23/2017,12/31/2017,0,342.00
V4324HG4,Violet Mclelland,MG Special,Acme Corporation,Lost,1/23/2017,5/6/2017,0,103.00
N852D2Z8,Zane Levy,GTX Basic,Scotfind,Lost,1/23/2017,3/30/2017,0,66.00
CF1CSNPX,Daniell Hammack,GTXPro,Kan-code,Won,1/24/2017,3/31/2017,5140,66.00
NOXNFJ2L,Darcel Schlecht,GTX Plus Basic,Warephase,Won,1/24/2017,5/17/2017,1067,113.00
F569KUVC,Kami Bicknell,GTX Basic,,Engaging,1/24/2017,12/31/2017,0,341.00
PKDJTR06,Kami Bicknell,GTX Plus Basic,Hatfan,Engaging,1/24/2017,12/31/2017,0,341.00
VYPYVO8V,Vicki Laflamme,GTX Basic,,Engaging,1/24/2017,12/31/2017,0,341.00
3LJAJVHR,Cassey Cress,GTXPro,Opentech,Lost,1/25/2017,5/29/2017,0,124.00
NN6CSUWT,Daniell Hammack,GTX Plus Basic,Zathunicon,Won,1/25/2017,3/21/2017,1065,55.00
X69POZIN,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,1/25/2017,5/6/2017,481,101.00
4FAEDB16,Markita Hansen,GTX Basic,J-Texon,Lost,1/25/2017,5/22/2017,0,117.00
CPGCT81C,Maureen Marcano,GTX Basic,Dalttechnology,Won,1/25/2017,3/6/2017,499,40.00
TK9T01QM,Reed Clapper,GTXPro,Acme Corporation,Lost,1/25/2017,5/7/2017,0,102.00
P13DDOTM,Rosie Papadopoulos,MG Special,Bioplex,Won,1/25/2017,3/8/2017,59,42.00
1PN7TVPX,Vicki Laflamme,MG Special,Hottechi,Lost,1/25/2017,5/1/2017,0,96.00
9ZKORPL2,Violet Mclelland,MG Special,Initech,Won,1/25/2017,5/9/2017,45,104.00
1D54L027,Wilburn Farren,MG Advanced,,Engaging,1/25/2017,12/31/2017,0,340.00
1ZCOKNNI,Zane Levy,GTXPro,Sonron,Won,1/25/2017,5/14/2017,5743,109.00
BVYMJ6TD,Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Won,1/26/2017,5/13/2017,6117,107.00
W5ADQ9SH,Darcel Schlecht,GTXPro,Domzoom,Lost,1/26/2017,5/26/2017,0,120.00
VXX8GJGY,Donn Cantrell,GTX Plus Basic,The New York Inquirer,Won,1/26/2017,3/19/2017,1158,52.00
ES9L0DXE,Garret Kinder,MG Special,Kinnamplus,Won,1/26/2017,5/22/2017,59,116.00
AANB25RH,Kami Bicknell,GTX Plus Basic,Dalttechnology,Lost,1/26/2017,5/24/2017,0,118.00
36PTGLTW,Maureen Marcano,MG Advanced,Xx-holding,Won,1/26/2017,3/24/2017,3106,57.00
6WTNSL1T,Rosalina Dieter,MG Advanced,Newex,Won,1/26/2017,3/19/2017,2982,52.00
PV1DISEC,Zane Levy,GTX Plus Pro,Hottechi,Won,1/26/2017,3/16/2017,6101,49.00
S6BG03TB,Anna Snelling,GTX Plus Pro,Treequote,Won,1/27/2017,5/8/2017,5883,101.00
2YOW2BI0,Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,1/27/2017,5/22/2017,5051,115.00
IQ9KYZCG,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,1/27/2017,5/11/2017,1155,104.00
AWDOKG69,Garret Kinder,GTX Basic,Bluth Company,Lost,1/27/2017,5/10/2017,0,103.00
C4AFMVFM,James Ascencio,GTX Plus Pro,Cheers,Won,1/27/2017,3/6/2017,5616,38.00
WK6ERCGR,James Ascencio,GTX Plus Pro,Golddex,Won,1/27/2017,6/6/2017,5116,130.00
64DJ954O,Kary Hendrixson,GTX Plus Basic,Condax,Won,1/27/2017,3/30/2017,1136,62.00
84V18DBW,Anna Snelling,GTX Plus Basic,Finhigh,Won,1/28/2017,6/1/2017,1216,124.00
WFY0S4WW,Anna Snelling,GTX Plus Basic,Hottechi,Won,1/28/2017,5/2/2017,1089,94.00
HA1KXAIS,Cassey Cress,MG Advanced,Condax,Won,1/28/2017,6/4/2017,3908,127.00
CENVLTFH,Corliss Cosme,GTX Plus Basic,Toughzap,Engaging,1/28/2017,12/31/2017,0,337.00
EAYD98X2,Darcel Schlecht,GTXPro,Dontechi,Lost,1/28/2017,5/27/2017,0,119.00
YR4W59KS,Darcel Schlecht,GTXPro,Finhigh,Lost,1/28/2017,5/18/2017,0,110.00
SNFW1FD7,Darcel Schlecht,MG Advanced,Streethex,Won,1/28/2017,5/7/2017,3369,99.00
4NGSQODD,James Ascencio,GTXPro,Blackzim,Engaging,1/28/2017,12/31/2017,0,337.00
2EOF1QCY,James Ascencio,GTX Plus Pro,J-Texon,Won,1/28/2017,5/20/2017,5259,112.00
5BE27MLY,Maureen Marcano,GTXPro,,Engaging,1/28/2017,12/31/2017,0,337.00
O5O4ZAAC,Maureen Marcano,GTX Plus Basic,Y-corporation,Lost,1/28/2017,5/8/2017,0,100.00
YBAKNQ8Z,Reed Clapper,MG Advanced,Bubba Gump,Lost,1/28/2017,3/30/2017,0,61.00
N5UIZYIV,Zane Levy,MG Special,Konmatfix,Engaging,1/28/2017,12/31/2017,0,337.00
QY6HCHDH,Anna Snelling,MG Special,Condax,Won,1/29/2017,5/25/2017,52,116.00
CZ3XOD03,Boris Faz,GTX Plus Pro,Acme Corporation,Won,1/29/2017,5/11/2017,5772,102.00
LQ44KCMI,Cassey Cress,GTXPro,Umbrella Corporation,Lost,1/29/2017,3/13/2017,0,43.00
WVJBVA61,Cecily Lampkin,MG Advanced,Domzoom,Won,1/29/2017,3/21/2017,3496,51.00
MV9AO6WU,Elease Gluck,MG Advanced,Finjob,Won,1/29/2017,3/12/2017,3602,42.00
VS2G74XQ,Garret Kinder,MG Special,Yearin,Won,1/29/2017,3/9/2017,57,39.00
Q37IWCG1,Gladys Colclough,MG Special,Funholding,Won,1/29/2017,5/11/2017,51,102.00
CUR03RXO,Hayden Neloms,MG Advanced,Sonron,Won,1/29/2017,6/14/2017,3689,136.00
81APSLDP,James Ascencio,GTX Plus Basic,Xx-holding,Won,1/29/2017,5/3/2017,1170,94.00
RBXWRHBJ,Jonathan Berthelot,GTX Basic,Rundofase,Lost,1/29/2017,3/6/2017,0,36.00
G2GU9DYX,Jonathan Berthelot,GTXPro,Rangreen,Won,1/29/2017,5/6/2017,4736,97.00
KBR253C0,Kami Bicknell,MG Advanced,,Engaging,1/29/2017,12/31/2017,0,336.00
379DUF2N,Markita Hansen,GTX Basic,,Engaging,1/29/2017,12/31/2017,0,336.00
67IKZGGJ,Maureen Marcano,GTX Plus Basic,,Engaging,1/29/2017,12/31/2017,0,336.00
05DTWSVC,Niesha Huffines,MG Special,Genco Pura Olive Oil Company,Lost,1/29/2017,5/5/2017,0,96.00
2YQHHWJ3,Versie Hillebrand,MG Special,Zumgoity,Lost,1/29/2017,5/22/2017,0,113.00
ZW58VIDI,Vicki Laflamme,MG Special,Hatfan,Won,1/29/2017,5/25/2017,64,116.00
Q7IIF1IP,Vicki Laflamme,MG Special,J-Texon,Won,1/29/2017,6/5/2017,55,127.00
AALARPLH,Vicki Laflamme,MG Advanced,Goodsilron,Won,1/29/2017,3/13/2017,2970,43.00
8YIANRVX,Zane Levy,GTXPro,,Engaging,1/29/2017,12/31/2017,0,336.00
5FFY13G5,Cecily Lampkin,MG Special,Scottech,Lost,1/30/2017,5/19/2017,0,109.00
01X8H9SO,Corliss Cosme,GTXPro,Bubba Gump,Won,1/30/2017,5/13/2017,5035,103.00
VLADQZ43,Darcel Schlecht,GTXPro,Domzoom,Lost,1/30/2017,5/31/2017,0,121.00
N9VYMV3W,Darcel Schlecht,GTXPro,Funholding,Won,1/30/2017,3/10/2017,4774,39.00
A7SA2L21,Elease Gluck,GTK 500,,Engaging,1/30/2017,12/31/2017,0,335.00
2FTB6A7I,James Ascencio,GTX Plus Pro,Kan-code,Won,1/30/2017,5/16/2017,5390,106.00
7V9A9TXZ,Marty Freudenburg,GTX Plus Basic,Codehow,Won,1/30/2017,6/6/2017,1190,127.00
HWDRCUYU,Moses Frase,GTX Plus Pro,Betatech,Won,1/30/2017,5/14/2017,5755,104.00
GFV4W89I,Rosalina Dieter,GTXPro,Scotfind,Won,1/30/2017,6/13/2017,4933,134.00
7A4AC5BC,Versie Hillebrand,MG Advanced,Ron-tech,Won,1/30/2017,6/4/2017,3642,125.00
3B6HWK65,Vicki Laflamme,MG Special,Blackzim,Lost,1/30/2017,5/7/2017,0,97.00
A3BK99P6,Cassey Cress,MG Advanced,Kan-code,Won,1/31/2017,3/17/2017,2923,45.00
9W7PFSNX,Corliss Cosme,GTX Basic,,Engaging,1/31/2017,12/31/2017,0,334.00
XYLNH45V,Daniell Hammack,GTX Plus Basic,Zathunicon,Engaging,1/31/2017,12/31/2017,0,334.00
GVBWTDI3,Daniell Hammack,GTX Plus Basic,,Engaging,1/31/2017,12/31/2017,0,334.00
NY21X16G,Darcel Schlecht,GTXPro,Zumgoity,Won,1/31/2017,3/10/2017,5035,38.00
O5BC64NW,Maureen Marcano,GTXPro,Zoomit,Lost,1/31/2017,5/26/2017,0,115.00
4DW2FDX4,Versie Hillebrand,MG Special,dambase,Won,1/31/2017,5/20/2017,54,109.00
A66X4Q2J,Versie Hillebrand,MG Special,Konmatfix,Won,1/31/2017,5/1/2017,54,90.00
VFEV5XBS,Violet Mclelland,GTX Plus Basic,,Engaging,1/31/2017,12/31/2017,0,334.00
IT9YW5RP,Wilburn Farren,GTX Basic,Initech,Won,1/31/2017,5/26/2017,592,115.00
7IZ2GMYK,Darcel Schlecht,GTX Basic,Toughzap,Won,2/1/2017,5/16/2017,640,104.00
TTY0X4TG,Darcel Schlecht,GTXPro,Dontechi,Won,2/1/2017,5/5/2017,5127,93.00
L8D22SSW,Darcel Schlecht,MG Advanced,Betatech,Won,2/1/2017,6/17/2017,3822,136.00
ZDDZ64A2,Gladys Colclough,MG Advanced,Dontechi,Lost,2/1/2017,6/17/2017,0,136.00
RDJFZGM9,Kami Bicknell,MG Special,Blackzim,Lost,2/1/2017,6/13/2017,0,132.00
4563ENEB,Lajuana Vencill,GTX Basic,Gogozoom,Won,2/1/2017,5/2/2017,574,90.00
4WP0VJAS,Lajuana Vencill,MG Advanced,Codehow,Won,2/1/2017,6/18/2017,2525,137.00
60UOBOEM,Rosalina Dieter,GTK 500,Groovestreet,Won,2/1/2017,6/7/2017,30288,126.00
AJZB6F22,Vicki Laflamme,GTX Plus Pro,Goodsilron,Lost,2/1/2017,5/18/2017,0,106.00
W4K39GNG,Zane Levy,GTX Basic,Scotfind,Lost,2/1/2017,3/29/2017,0,56.00
VN8LKQN3,Boris Faz,GTX Plus Basic,,Engaging,2/2/2017,12/31/2017,0,332.00
IXOHJYRM,Elease Gluck,GTK 500,Cheers,Lost,2/2/2017,5/9/2017,0,96.00
RMNHSNW9,Elease Gluck,MG Special,Kan-code,Lost,2/2/2017,5/1/2017,0,88.00
QPFNQYMV,Gladys Colclough,MG Advanced,Inity,Won,2/2/2017,5/14/2017,3581,101.00
D77SFTS4,Jonathan Berthelot,GTX Plus Basic,Warephase,Lost,2/2/2017,3/12/2017,0,38.00
ZHY9C8OO,Kami Bicknell,GTX Plus Basic,,Engaging,2/2/2017,12/31/2017,0,332.00
WRBWZRFD,Niesha Huffines,GTXPro,Conecom,Lost,2/2/2017,5/5/2017,0,92.00
031BBF1I,Versie Hillebrand,MG Special,Finhigh,Won,2/2/2017,3/30/2017,54,56.00
H2MC2E7K,Vicki Laflamme,GTX Plus Basic,Condax,Engaging,2/2/2017,12/31/2017,0,332.00
O11S2R63,Boris Faz,GTX Plus Basic,Konex,Won,2/3/2017,6/3/2017,1121,120.00
G13DD850,Cassey Cress,GTX Basic,Silis,Won,2/3/2017,6/4/2017,477,121.00
WZU2OHYU,Corliss Cosme,GTX Basic,Condax,Won,2/3/2017,5/5/2017,515,91.00
HVODWXRO,Daniell Hammack,MG Special,Ganjaflex,Lost,2/3/2017,5/1/2017,0,87.00
N3JIVUNY,Donn Cantrell,MG Advanced,Umbrella Corporation,Lost,2/3/2017,5/11/2017,0,97.00
RGCH6CUF,Hayden Neloms,GTX Plus Basic,Goodsilron,Won,2/3/2017,6/20/2017,975,137.00
JX7WZ9UP,Hayden Neloms,MG Advanced,Sunnamplex,Won,2/3/2017,5/1/2017,3376,87.00
FDCEBWRI,James Ascencio,GTX Basic,Fasehatice,Won,2/3/2017,3/12/2017,458,37.00
ZL6TJDPG,Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,2/3/2017,5/16/2017,0,102.00
DWBSHB8M,Kami Bicknell,GTX Basic,Golddex,Lost,2/3/2017,5/23/2017,0,109.00
0AJ6LTZ0,Kami Bicknell,GTX Basic,Golddex,Won,2/3/2017,3/14/2017,622,39.00
SVMB8M7E,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2/3/2017,6/9/2017,441,126.00
6AWEAWCM,Kary Hendrixson,GTXPro,Konex,Lost,2/3/2017,5/15/2017,0,101.00
4Q4NBPD6,Marty Freudenburg,GTX Basic,Ron-tech,Won,2/3/2017,5/21/2017,538,107.00
K8VSDOP8,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2/3/2017,3/29/2017,4667,54.00
YNP9PI1X,Niesha Huffines,GTX Plus Basic,Codehow,Won,2/3/2017,6/15/2017,1018,132.00
3XVY4LEU,Reed Clapper,GTXPro,Bluth Company,Won,2/3/2017,5/9/2017,4671,95.00
OCGXWE8H,Vicki Laflamme,MG Special,,Engaging,2/3/2017,12/31/2017,0,331.00
8K1OGB0R,Violet Mclelland,GTXPro,Bubba Gump,Won,2/3/2017,5/16/2017,4634,102.00
RTKUPEX7,Zane Levy,GTX Plus Basic,J-Texon,Lost,2/3/2017,6/10/2017,0,127.00
QQDO45YR,Cecily Lampkin,MG Advanced,Warephase,Won,2/4/2017,5/9/2017,3470,94.00
USVLKDF4,Corliss Cosme,GTX Basic,Dontechi,Engaging,2/4/2017,12/31/2017,0,330.00
HT25XIAV,Daniell Hammack,GTX Plus Basic,Silis,Lost,2/4/2017,5/18/2017,0,103.00
88KUDE6J,Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2/4/2017,5/30/2017,5366,115.00
AOOD3MWW,Gladys Colclough,GTX Plus Basic,Rundofase,Lost,2/4/2017,5/26/2017,0,111.00
JCPQZ2SN,Hayden Neloms,GTX Plus Basic,Cheers,Engaging,2/4/2017,12/31/2017,0,330.00
HZIU2NOT,Kary Hendrixson,GTX Plus Pro,,Engaging,2/4/2017,12/31/2017,0,330.00
RZ2PUH86,Kary Hendrixson,GTX Basic,Groovestreet,Won,2/4/2017,5/17/2017,582,102.00
GLVSDQQT,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2/4/2017,5/2/2017,583,87.00
107BPCAS,Niesha Huffines,GTX Basic,dambase,Lost,2/4/2017,5/16/2017,0,101.00
OCLEO3CD,Vicki Laflamme,GTX Plus Pro,Fasehatice,Won,2/4/2017,5/19/2017,6079,104.00
FTVCNH87,Zane Levy,GTX Plus Basic,Fasehatice,Lost,2/4/2017,5/7/2017,0,92.00
GQCRMEIL,Zane Levy,GTX Plus Basic,Konex,Won,2/4/2017,6/2/2017,1068,118.00
UK2JIE61,Anna Snelling,MG Special,Cancity,Won,2/5/2017,5/4/2017,55,88.00
YM8DBAFV,Cassey Cress,GTX Basic,Sumace,Engaging,2/5/2017,12/31/2017,0,329.00
AEDL7EC6,Cassey Cress,MG Advanced,Yearin,Lost,2/5/2017,5/2/2017,0,86.00
OV5X3O5I,Cassey Cress,GTX Basic,Betasoloin,Won,2/5/2017,3/27/2017,493,50.00
MMWX1A4H,Darcel Schlecht,GTX Plus Basic,Ron-tech,Lost,2/5/2017,6/20/2017,0,135.00
LSVMMUJ0,Darcel Schlecht,GTXPro,Condax,Won,2/5/2017,3/25/2017,5559,48.00
RP7KA6HS,Elease Gluck,MG Special,Mathtouch,Engaging,2/5/2017,12/31/2017,0,329.00
97KFQSX1,Elease Gluck,MG Advanced,Scotfind,Won,2/5/2017,5/9/2017,3351,93.00
08APB75Q,Lajuana Vencill,GTX Basic,Isdom,Won,2/5/2017,5/13/2017,501,97.00
P9PFSLS6,Maureen Marcano,MG Special,,Engaging,2/5/2017,12/31/2017,0,329.00
6RL97BR9,Moses Frase,MG Special,Inity,Lost,2/5/2017,5/8/2017,0,92.00
TPVFA5B8,Reed Clapper,GTX Basic,Mathtouch,Won,2/5/2017,5/7/2017,532,91.00
FHLOUD3V,Vicki Laflamme,MG Special,Sonron,Lost,2/5/2017,5/24/2017,0,108.00
4E01ALB0,Vicki Laflamme,MG Advanced,Green-Plus,Won,2/5/2017,5/4/2017,3103,88.00
E4THD359,Wilburn Farren,GTX Basic,,Engaging,2/5/2017,12/31/2017,0,329.00
K4HVGBVH,Corliss Cosme,GTX Plus Pro,Gekko & Co,Won,2/6/2017,5/22/2017,5505,105.00
6VIK2VX8,Hayden Neloms,MG Special,Isdom,Engaging,2/6/2017,12/31/2017,0,328.00
30R81VZX,Kami Bicknell,GTXPro,Zoomit,Engaging,2/6/2017,12/31/2017,0,328.00
XDLQ71X4,Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,2/6/2017,5/22/2017,0,105.00
TH9RV79M,Maureen Marcano,MG Special,,Engaging,2/6/2017,12/31/2017,0,328.00
L33YUX9V,Moses Frase,GTX Plus Basic,Rangreen,Won,2/6/2017,5/15/2017,1068,98.00
QT7LRWTN,Vicki Laflamme,MG Advanced,Cheers,Won,2/6/2017,5/4/2017,3357,87.00
Q1JKHY7H,Violet Mclelland,MG Special,Mathtouch,Lost,2/6/2017,5/6/2017,0,89.00
BY0O646G,Zane Levy,GTX Basic,Sonron,Lost,2/6/2017,5/27/2017,0,110.00
5831YZMT,Zane Levy,GTX Basic,Finjob,Won,2/6/2017,6/23/2017,532,137.00
7VOW7BUJ,Cassey Cress,GTXPro,,Engaging,2/7/2017,12/31/2017,0,327.00
2J5E145N,Daniell Hammack,GTXPro,,Engaging,2/7/2017,12/31/2017,0,327.00
AZUBCO7L,Daniell Hammack,MG Advanced,Condax,Lost,2/7/2017,5/6/2017,0,88.00
FOWAY95L,Darcel Schlecht,GTX Plus Pro,Funholding,Won,2/7/2017,5/5/2017,5786,87.00
YFB7Y92U,Elease Gluck,GTK 500,,Engaging,2/7/2017,12/31/2017,0,327.00
KGZL60NI,Hayden Neloms,GTX Plus Basic,Sonron,Lost,2/7/2017,5/11/2017,0,93.00
SRZMNS79,Jonathan Berthelot,GTX Plus Basic,Streethex,Won,2/7/2017,5/19/2017,1131,101.00
S6645YWA,Kami Bicknell,GTX Basic,Y-corporation,Engaging,2/7/2017,12/31/2017,0,327.00
B5A1BERF,Kami Bicknell,GTXPro,Umbrella Corporation,Engaging,2/7/2017,12/31/2017,0,327.00
0XMB83YO,Kami Bicknell,GTX Plus Pro,Scotfind,Won,2/7/2017,5/15/2017,5401,97.00
4TEO0LE1,Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,2/7/2017,3/28/2017,1062,49.00
IEAPJ5X1,Maureen Marcano,GTX Plus Basic,,Engaging,2/7/2017,12/31/2017,0,327.00
5P82H5AA,Reed Clapper,MG Advanced,Zotware,Won,2/7/2017,3/23/2017,3695,44.00
BN8UTT8O,Rosie Papadopoulos,MG Special,Condax,Lost,2/7/2017,6/4/2017,0,117.00
V751HK8R,Versie Hillebrand,MG Special,Finhigh,Won,2/7/2017,6/3/2017,60,116.00
H4TBCR80,Vicki Laflamme,GTXPro,Groovestreet,Lost,2/7/2017,5/28/2017,0,110.00
QWL218JV,Vicki Laflamme,MG Advanced,Singletechno,Won,2/7/2017,6/13/2017,2919,126.00
L2S4T3VA,Cassey Cress,GTX Plus Pro,,Engaging,2/8/2017,12/31/2017,0,326.00
AF8NG5JC,Cassey Cress,MG Special,Betatech,Engaging,2/8/2017,12/31/2017,0,326.00
IVJP36UT,Cassey Cress,MG Advanced,,Engaging,2/8/2017,12/31/2017,0,326.00
12M4HB7G,Cassey Cress,GTX Basic,Plussunin,Won,2/8/2017,5/1/2017,623,82.00
1XVTUE5J,Corliss Cosme,MG Special,Umbrella Corporation,Lost,2/8/2017,3/31/2017,0,51.00
3VKO28KR,Darcel Schlecht,MG Advanced,Scottech,Lost,2/8/2017,5/4/2017,0,85.00
9A9E1KPG,Elease Gluck,GTX Basic,Genco Pura Olive Oil Company,Engaging,2/8/2017,12/31/2017,0,326.00
5IES0B4B,James Ascencio,MG Special,Scotfind,Won,2/8/2017,5/4/2017,49,85.00
HUFYU0AT,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2/8/2017,5/24/2017,0,105.00
GMI6XZ4O,Jonathan Berthelot,GTX Basic,Codehow,Won,2/8/2017,5/4/2017,612,85.00
TF19VML9,Kami Bicknell,GTX Plus Basic,,Engaging,2/8/2017,12/31/2017,0,326.00
YOQCQ4UO,Kami Bicknell,GTX Basic,Hottechi,Won,2/8/2017,3/18/2017,534,38.00
KOZTDBJ5,Kami Bicknell,GTX Plus Basic,Condax,Won,2/8/2017,6/7/2017,1103,119.00
ZHXIDZNI,Kary Hendrixson,GTXPro,,Engaging,2/8/2017,12/31/2017,0,326.00
8NMPO9K3,Lajuana Vencill,GTX Basic,Conecom,Won,2/8/2017,5/10/2017,582,91.00
PU7GV4MK,Marty Freudenburg,MG Advanced,Condax,Lost,2/8/2017,5/13/2017,0,94.00
RCQDGE4W,Marty Freudenburg,GTX Plus Pro,Cancity,Won,2/8/2017,5/4/2017,6292,85.00
ZT832XIR,Niesha Huffines,MG Special,Funholding,Lost,2/8/2017,6/25/2017,0,137.00
I995O4XJ,Rosalina Dieter,MG Special,Groovestreet,Won,2/8/2017,5/24/2017,63,105.00
EOXZGSX9,Versie Hillebrand,MG Advanced,Globex Corporation,Won,2/8/2017,5/13/2017,3522,94.00
PW5OGY78,Vicki Laflamme,MG Special,Konex,Lost,2/8/2017,5/29/2017,0,110.00
NJCSG7MX,Vicki Laflamme,GTX Basic,Plexzap,Won,2/8/2017,5/4/2017,532,85.00
ZYRF768H,Violet Mclelland,MG Special,Iselectrics,Lost,2/8/2017,5/4/2017,0,85.00
5Q8BQ64R,Wilburn Farren,MG Advanced,Kinnamplus,Won,2/8/2017,5/22/2017,3645,103.00
ZNNBFAKF,Zane Levy,GTXPro,Y-corporation,Lost,2/8/2017,5/10/2017,0,91.00
L47EPGVT,Anna Snelling,GTX Plus Pro,Gogozoom,Won,2/9/2017,3/1/2017,4760,20.00
9GENDMWA,Corliss Cosme,GTX Basic,Betasoloin,Won,2/9/2017,5/25/2017,603,105.00
DHACLHPS,Daniell Hammack,GTX Basic,Bioplex,Lost,2/9/2017,5/22/2017,0,102.00
GKLE0CDI,Daniell Hammack,MG Advanced,Yearin,Won,2/9/2017,3/2/2017,3249,21.00
E9DJS1D8,Darcel Schlecht,GTXPro,Dontechi,Lost,2/9/2017,3/17/2017,0,36.00
22ZJM20V,Darcel Schlecht,GTXPro,Statholdings,Lost,2/9/2017,5/18/2017,0,98.00
C47Z92AG,Darcel Schlecht,GTXPro,Zumgoity,Lost,2/9/2017,5/9/2017,0,89.00
XT9YNOV2,Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2/9/2017,6/11/2017,5724,122.00
TMZQX7F8,Hayden Neloms,GTX Plus Basic,Groovestreet,Lost,2/9/2017,5/2/2017,0,82.00
5JHSTFEZ,Hayden Neloms,GTX Plus Basic,Plexzap,Lost,2/9/2017,5/11/2017,0,91.00
BAOSO1I2,Kary Hendrixson,GTX Basic,Faxquote,Won,2/9/2017,5/2/2017,516,82.00
IZDF2RTL,Marty Freudenburg,GTX Plus Basic,Rangreen,Won,2/9/2017,5/27/2017,1050,107.00
F61DLVRS,Maureen Marcano,GTX Plus Pro,Plexzap,Won,2/9/2017,5/23/2017,4519,103.00
80F0J70G,Niesha Huffines,GTX Basic,Funholding,Lost,2/9/2017,5/25/2017,0,105.00
S9W53L4L,Niesha Huffines,GTX Basic,Dontechi,Won,2/9/2017,6/5/2017,672,116.00
12OQKSVK,Reed Clapper,GTX Plus Basic,Mathtouch,Won,2/9/2017,3/20/2017,896,39.00
VC94R5H8,Vicki Laflamme,GTX Basic,Konex,Won,2/9/2017,3/23/2017,587,42.00
XTKIX6I4,Vicki Laflamme,MG Advanced,Sonron,Won,2/9/2017,6/13/2017,3426,124.00
5P3NH791,Boris Faz,MG Advanced,Golddex,Engaging,2/10/2017,12/31/2017,0,324.00
MSE1UXKU,Cassey Cress,GTXPro,Ontomedia,Won,2/10/2017,3/20/2017,5021,38.00
HM334UL2,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,2/10/2017,3/30/2017,1126,48.00
L4124UJG,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2/10/2017,5/15/2017,5473,94.00
DR2QE1RW,Elease Gluck,MG Special,Sunnamplex,Lost,2/10/2017,5/30/2017,0,109.00
FD8YL177,Elease Gluck,MG Special,Rantouch,Won,2/10/2017,5/9/2017,51,88.00
X3ZSQCH8,Kami Bicknell,GTX Basic,Scotfind,Engaging,2/10/2017,12/31/2017,0,324.00
UU21EYFN,Kami Bicknell,GTX Basic,Sonron,Won,2/10/2017,3/6/2017,563,24.00
OBDRD0AD,Lajuana Vencill,GTX Basic,Isdom,Lost,2/10/2017,5/26/2017,0,105.00
NSGEM06J,Reed Clapper,GTX Basic,Opentech,Lost,2/10/2017,5/14/2017,0,93.00
QSQ42Q6M,Reed Clapper,MG Advanced,Kan-code,Won,2/10/2017,6/15/2017,2928,125.00
PCBA3KAV,Reed Clapper,MG Advanced,Zathunicon,Won,2/10/2017,6/5/2017,3618,115.00
ZBBMGEV4,Darcel Schlecht,GTX Plus Basic,Inity,Won,2/11/2017,5/16/2017,1189,94.00
TYSORYA9,Donn Cantrell,GTX Basic,Donquadtech,Lost,2/11/2017,5/7/2017,0,85.00
ULVXOPG3,Elease Gluck,MG Special,Hatfan,Won,2/11/2017,5/22/2017,60,100.00
5BXUKFPR,James Ascencio,GTX Plus Pro,,Engaging,2/11/2017,12/31/2017,0,323.00
G0R305KO,Jonathan Berthelot,GTX Plus Basic,Statholdings,Lost,2/11/2017,5/11/2017,0,89.00
ZDZGCWX7,Kami Bicknell,GTX Basic,Cheers,Won,2/11/2017,6/22/2017,545,131.00
PQJZ5Z3R,Kami Bicknell,MG Advanced,Labdrill,Won,2/11/2017,5/12/2017,3035,90.00
8AJG1YLJ,Kary Hendrixson,GTX Basic,,Engaging,2/11/2017,12/31/2017,0,323.00
